Dimension,Spin_Configuration,Spin_Parameter_a,EFT_Coupling_Lambda,Mass_M,Weyl_Boost_Weight_2,KY_Residual_Norm,Love_Number_k2,RG_Scale_r,Model_Variant
9,Generic-Multi-Spin,0.006001176298714243,0.21067209282712918,1,1.0310114190854194e-05,9.2914494893474046e-06,2.7988036951282014e-05,12.464788640569896,rigidification_benchmark
8,Generic-Multi-Spin,0.52839098496105052,0.11173464174401947,1,0.034825334445297527,0.027948465273764884,0.093099455289680055,10.993027638550847,rigidification_benchmark
5,Generic-Multi-Spin,0.99645790814627144,0.27902707156286111,1,0.055626070102430772,0.044751484821449916,0.15583652219133456,11.247551768086851,rigidification_benchmark
9,Generic-Multi-Spin,0.92756319732817349,0.13447599665770216,1,0.14283580513636743,0.1166442612234344,0.40217423713992162,13.209494407474995,rigidification_benchmark
5,Single-Spin,0.64709485559617352,0.2291124181052521,1,0.010576048070822481,0.0080830684027525836,0.02843095965080162,9.4772733715362847,rigidification_benchmark
6,Generic-Multi-Spin,0.31218275626534969,0.055221127905537376,1,0.0042235330675068523,0.0038076185117203168,0.011489339820191805,10.62389321187511,rigidification_benchmark
8,Single-Spin,1.1566375401809634,0.18558588708324919,1,0.27429026267623047,0.23986652306750195,0.75332964373945288,10.288938563689589,rigidification_benchmark
8,Generic-Multi-Spin,1.1369123948074653,0.14897531311978679,1,0.17693264633470898,0.13860737874173651,0.47744890514748295,11.172120134718716,rigidification_benchmark
6,Single-Spin,0.29400467514596601,0.2418585055481717,1,0.01432843304542992,0.013791059269452469,0.039472653780552501,11.490838583838194,rigidification_benchmark
5,Single-Spin,0.61533014786889495,0.041014761335556399,1,0.0017850528917416559,0.0013628523906358636,0.004631861926260937,8.5967886871658266,rigidification_benchmark
7,Single-Spin,0.89725541733210157,0.17313274953243324,1,0.1343960628242275,0.0962822994377521,0.37838204618561044,11.44011896904558,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,1.0159412981007871,0.018053679474212232,1,1.6025676639834191e-10,1.1250369500236926e-10,0.0051603634750051752,11.278035500645638,rigidification_benchmark
8,Single-Spin,0.54644175962693431,0.22282767604238077,1,0.079817944766120988,0.06419506715722538,0.21286141314456825,10.112403820175677,rigidification_benchmark
8,Single-Spin,0.037615690014509484,0.096937753065036616,1,0.00015268501177285898,0.00012315770325899286,0.00041105709085455049,12.881607812736183,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,1.4431103162446386,0.2671644382397132,1,2.4704964273815808e-08,2.5749297610253787e-08,0.0084774398640707557,9.328086270019412,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,1.378456553694984,0.072285364684782,1,1.8591900443380731e-09,1.8066623113390216e-09,0.0034035106534015878,9.0010144105181098,rigidification_benchmark
8,Generic-Multi-Spin,0.16049113100793866,0.1651437400569804,1,0.0038260357812120158,0.0030791299548187444,0.0099277345259557344,11.462067704554647,rigidification_benchmark
9,Generic-Multi-Spin,0.37673982502908543,0.11301912081694697,1,0.022283123026595908,0.016835692294681397,0.059683873759031177,11.325667316745967,rigidification_benchmark
5,Single-Spin,1.0336770224018712,0.24515806370190346,1,0.059927196781419528,0.043841561701239609,0.166103775839854,11.361330774612725,rigidification_benchmark
6,Generic-Multi-Spin,0.77444435038939208,0.091303759958062322,1,0.036585272902100834,0.031163834889309038,0.098578780205904451,11.758529471978544,rigidification_benchmark
5,Single-Spin,0.6799109535335861,0.29609871121431047,1,0.013372104707144316,0.011153984993297452,0.035767560049973786,9.5818129465915263,rigidification_benchmark
5,Single-Spin,0.27616166262294356,0.019002155152907596,1,4.9447365219686012e-05,3.5840340781651618e-05,0.00013490963108382474,10.712091144639999,rigidification_benchmark
6,Generic-Multi-Spin,1.3067359223509925,0.18920402327139771,1,0.25457776146019817,0.17382190961192368,0.66822405730496315,8.8474864259362214,rigidification_benchmark
6,Generic-Multi-Spin,1.2338043612187999,0.030208341800771657,1,0.041999018579364292,0.035713291394417812,0.11020234287226441,12.160855147801339,rigidification_benchmark
8,Single-Spin,0.2033452545168549,0.19748017455821021,1,0.0077034285092294104,0.0063285706356454264,0.02073564888299672,10.529634240921586,rigidification_benchmark
5,Single-Spin,0.71253752505701407,0.079804945282103495,1,0.0052664960256397567,0.0045154946078116822,0.013554345084273101,10.30778932524845,rigidification_benchmark
6,Generic-Multi-Spin,0.80700154400268287,0.28752921664605008,1,0.11165136279495944,0.094403527972258622,0.2836795588113844,9.2519615011289709,rigidification_benchmark
7,Single-Spin,1.1132002002332826,0.12363940768060368,1,0.1705732355736144,0.12595630182850925,0.47406234467161773,9.4298888664692644,rigidification_benchmark
7,Single-Spin,0.45614784983439283,0.25402018629825857,1,0.048374882717768082,0.038938866373117456,0.13232475815500508,11.483019784186036,rigidification_benchmark
7,Single-Spin,0.13445617618372946,0.061372521318365826,1,0.00095701914323641972,0.00075290912138507491,0.0025530847552184045,10.89791430355981,rigidification_benchmark
6,Single-Spin,1.3524909767809119,0.15598834570451267,1,0.20967424147419442,0.16494859390914934,0.5659374283212949,11.338936609029769,rigidification_benchmark
9,Generic-Multi-Spin,1.4756682250941162,0.10697174675514177,1,0.27096107027029559,0.25690300972870361,0.74835677672348122,12.581869811005891,rigidification_benchmark
9,Generic-Multi-Spin,0.070241546301750474,0.27426911182211988,1,0.0016886627439649331,0.0012936338200121981,0.0047055366070017498,10.158315728139133,rigidification_benchmark
8,Generic-Multi-Spin,0.47362463628465873,0.0077264140279944991,1,0.0021065795318341365,0.0017351742354225859,0.0055321381740145977,12.478788342233747,rigidification_benchmark
5,Single-Spin,0.94301045220478152,0.21543044595721458,1,0.03759880841321666,0.032369638350395885,0.10391644913725277,9.7306256731972098,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.87128912518184254,0.050462783716118897,1,8.4920179723056e-10,8.947165218679833e-10,0.0060503693318195795,9.3495124503970146,rigidification_benchmark
5,Single-Spin,0.58929590828087275,0.18082332289904729,1,0.0056424555341826376,0.0051562996120304173,0.01536379183480617,11.513726544100791,rigidification_benchmark
7,Generic-Multi-Spin,0.37341341518746041,0.13923394745777642,1,0.016010578399855861,0.01260558391900359,0.043158375981786776,9.9675272480584685,rigidification_benchmark
9,Generic-Multi-Spin,1.2164348574026898,0.23387530415346289,1,0.38353617003631374,0.30420738694811889,0.96857828213625097,11.869634398445488,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,1.2043629208328286,0.095481435212209823,1,5.1381481017272361e-09,3.0914114415115993e-09,0.01792366760738625,9.6754079478792843,rigidification_benchmark
9,Generic-Multi-Spin,0.36131607935128734,0.26276042050317955,1,0.047424240147611429,0.035870777675897726,0.12205208903307378,12.611766841448844,rigidification_benchmark
8,Single-Spin,0.60061539403089881,0.014821095856333151,1,0.0059711215129006102,0.0047182392250692427,0.015953062167186845,11.105816738121211,rigidification_benchmark
9,Generic-Multi-Spin,0.88267406342465149,0.22254336451089105,1,0.21328660291525486,0.16758591527617467,0.57539628965296252,12.907409113552422,rigidification_benchmark
9,Generic-Multi-Spin,0.95439541000482997,0.038955192099208946,1,0.050882010309769625,0.040757277647982308,0.14164202786562247,13.28810823308304,rigidification_benchmark
7,Single-Spin,0.48494414717970696,0.16933396800747516,1,0.03411587399849475,0.026364438724140123,0.094804272708115117,10.271318925172091,rigidification_benchmark
6,Single-Spin,0.058144235610599629,0.14634826969615836,1,0.00042277429267750338,0.00035906328029272882,0.0011745202414245588,10.552114932611584,rigidification_benchmark
8,Generic-Multi-Spin,1.4635963080814947,0.24097124661583641,1,0.55229104806359508,0.38552266947337244,1.5131073538158673,10.388057463709265,rigidification_benchmark
8,Single-Spin,1.3403961470652848,0.023387170619498941,1,0.048767739835912788,0.042825038202923965,0.13387005302254062,10.496406026091426,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.12238173349332251,0.19067738315294591,1,2.4423889508827702e-08,1.2456823803803699e-08,0.016051895985253316,13.540431743673981,rigidification_benchmark
8,Generic-Multi-Spin,0.46753600384615179,0.091605383973447613,1,0.025647208216267342,0.021094231133555866,0.067490580311686504,10.17683213148266,rigidification_benchmark
5,Single-Spin,1.1245164702143584,0.2993114186120564,1,0.096587554674886042,0.069155376552277853,0.27416229316274732,10.286089661996812,rigidification_benchmark
8,Single-Spin,0.81831783354099841,0.11683750140136388,1,0.075494326067765377,0.064857175758558344,0.19815272752433055,11.907721907738596,rigidification_benchmark
8,Single-Spin,0.72392570421379521,0.247200043293681,1,0.14914054626204556,0.11178811955886817,0.40740439831924946,9.9020157758146521,rigidification_benchmark
5,Single-Spin,0.19127083697147018,0.07315591239307169,1,4.8951258374846901e-05,4.7612584026887585e-05,0.00013516366843706028,10.92173757776618,rigidification_benchmark
8,Single-Spin,1.2217095510604121,0.16779011655522696,1,0.31317244771347236,0.25747943310994509,0.82328062831725379,11.318764953780919,rigidification_benchmark
5,Generic-Multi-Spin,1.29535062649009,0.065172441660772087,1,0.039667604078032166,0.035103223759812709,0.10756536148863324,10.141724356915802,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.26484253449101097,0.1580490537583083,1,1.5537556135585329e-08,9.0308804220830206e-09,0.014057376610427528,10.767866356484593,rigidification_benchmark
5,Generic-Multi-Spin,0.69200864698785258,0.12452780766555388,1,0.0075610088829132322,0.0054299646330859255,0.02161826979250233,11.339711272157729,rigidification_benchmark
7,Generic-Multi-Spin,0.78651592934115977,0.25664837077450192,1,0.1479792594041133,0.11968306072817395,0.39675778576350906,10.45061800358817,rigidification_benchmark
5,Single-Spin,1.0457485817963994,0.084207813025355349,1,0.024131776842009369,0.017005456680189112,0.066095913419540131,9.6038596951402724,rigidification_benchmark
9,Generic-Multi-Spin,0.38883749333832973,0.28898438450559505,1,0.053545658743105615,0.04107574681658735,0.15116299293098265,13.083151539042593,rigidification_benchmark
6,Generic-Multi-Spin,0.1491719777309839,0.030491505574146288,1,0.00048820139434513962,0.00040251462808059478,0.0012718471424152721,8.8182570196688168,rigidification_benchmark
5,Generic-Multi-Spin,1.367071238276842,0.2007116104179742,1,0.1264007815802326,0.11228161241623019,0.34405609173994062,10.744811952579767,rigidification_benchmark
8,Single-Spin,1.431793688645469,0.13719310668344703,1,0.28421191176184141,0.20590441432548898,0.74268900488020917,12.420602047722786,rigidification_benchmark
5,Generic-Multi-Spin,0.026227893620844,0.23005806238649415,1,4.5594664669308069e-08,3.3528483639763025e-08,1.2112714751289931e-07,9.7890788922086358,rigidification_benchmark
8,Generic-Multi-Spin,0.5585165599354347,0.047817548270487231,1,0.015033617832630981,0.010470676192413122,0.03883517817722891,11.86860627811402,rigidification_benchmark
7,Single-Spin,1.0280357701983209,0.17995391624337251,1,0.17143239494297785,0.11330591105084058,0.47155857241898408,9.5218461855314676,rigidification_benchmark
6,Single-Spin,0.90934986987239586,0.0062519041531644767,1,0.0038113631263280733,0.0025625535489509285,0.010193087895930777,9.2343437572009854,rigidification_benchmark
7,Single-Spin,0.62740492303237316,0.21104428049734142,1,0.079335026047199719,0.062819644383162912,0.21602524294354911,11.252550756186247,rigidification_benchmark
5,Generic-Multi-Spin,0.28261685360727834,0.10375789159928077,1,0.00022252239604275722,0.00018074308722801509,0.0006034732194614786,9.29875005222857,rigidification_benchmark
7,Single-Spin,1.1255957476510563,0.27396634004861953,1,0.28196701571997845,0.21453347670371223,0.73124594503849072,12.464221809152514,rigidification_benchmark
5,Generic-Multi-Spin,1.1686862203991824,0.010204979796182364,1,0.0054034334981791958,0.0048897433729717839,0.014802067173241805,10.696421306114644,rigidification_benchmark
5,Single-Spin,0.32430332610203422,0.21793161149619428,1,0.00077299960514441669,0.00059215087607789247,0.0020987634821011841,8.416424029506743,rigidification_benchmark
6,Generic-Multi-Spin,0.63575280637956133,0.10009780161103421,1,0.026849453095762362,0.021100266613110603,0.068608939441315547,11.671072341315448,rigidification_benchmark
5,Generic-Multi-Spin,0.91620075549855828,0.26737199470453799,1,0.040458300156905963,0.027984979020365435,0.1055904351322399,9.6656818776391447,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.98509549146167841,0.14173668655413296,1,9.6856264709795808e-09,6.914851655726583e-09,0.0066900838519096751,10.403325552213937,rigidification_benchmark
9,Generic-Multi-Spin,0.51704895530167783,0.23635487127634511,1,0.079202411725204161,0.075297386247909784,0.21746430884478454,13.187267414480448,rigidification_benchmark
8,Single-Spin,0.018121765692638233,0.043566954054572622,1,1.9140607112891948e-05,1.5849352625390222e-05,5.2275465009434506e-05,10.256878652051091,rigidification_benchmark
8,Generic-Multi-Spin,1.4250701094728067,0.17395009300829284,1,0.36022476260357494,0.27741510057414825,1.0248827245262135,11.552929022256285,rigidification_benchmark
7,Single-Spin,1.3959478278688733,0.086993022993400698,1,0.14785750404902651,0.099533295659039303,0.40325417185297102,12.525409798230976,rigidification_benchmark
6,Generic-Multi-Spin,0.17650580007380529,0.29469469458655545,1,0.0064829146286267143,0.0056719168696669729,0.017534938854201182,9.6877456454560154,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.40558295916908144,0.027999281260872262,1,2.795676402925596e-10,2.7724500610017966e-10,0.0037591365476502417,10.400070221163332,rigidification_benchmark
6,Single-Spin,1.0610442666700315,0.19529428599178514,1,0.15573131573707849,0.11775664592519439,0.4004366340801313,9.1870145502500229,rigidification_benchmark
7,Single-Spin,0.75787823422336298,0.068539000613565562,1,0.030113779467896118,0.023202350485448699,0.086483798028576905,9.5836983957327906,rigidification_benchmark
5,Generic-Multi-Spin,0.66479927015378326,0.16317799697318675,1,0.0081281014058529558,0.0065183218315572012,0.021924479496034655,10.45655713416636,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.24824440172699469,0.12145423436753174,1,9.2337886567091873e-09,5.2614756644782707e-09,0.0060172299348983452,11.187269227951765,rigidification_benchmark
7,Single-Spin,1.2802709485327088,0.25181241321439479,1,0.39421771435303005,0.31854499775426992,1.0438590676312618,11.922234805393964,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,1.2651998492187346,0.12929120221419541,1,6.7223886468304238e-09,5.6918198164184501e-09,0.010374507895087808,9.536464786436408,rigidification_benchmark
5,Single-Spin,0.2332870249667503,0.26140697312567757,1,0.00025508589339194078,0.00019783742104952448,0.00067536323528519845,10.053964625112712,rigidification_benchmark
9,Generic-Multi-Spin,0.73184801364805552,0.060409225925468844,1,0.04418127869751734,0.033388283133898917,0.11869398744984588,11.233381446637214,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.82485903027987195,0.15329020106845909,1,7.9988095206733295e-09,8.2212592243562169e-09,0.014264555283632987,11.426269348245114,rigidification_benchmark
7,Single-Spin,1.081242178972287,0.035250349323328586,1,0.038417972014490882,0.031801418641441502,0.10311452789738709,12.054724942985922,rigidification_benchmark
5,Single-Spin,0.42566714891760704,0.20547481721261052,1,0.0020953966790141173,0.0016680133274178598,0.0054936259099294766,9.7082839477807283,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.11458386956781429,0.079449219614846633,1,3.2287501358138596e-09,2.1957267005031128e-09,0.020025321147527461,11.772731167823077,rigidification_benchmark
7,Single-Spin,1.3340938448006454,0.28422099889762048,1,0.57834495358622684,0.48345620921155402,1.515366008200874,9.1641799305565659,rigidification_benchmark
7,Single-Spin,1.4920501902931287,0.052575614181648009,1,0.097300368268089521,0.079271262558039041,0.26081443813284694,10.807573613803834,rigidification_benchmark
9,Generic-Multi-Spin,0.08517122442309745,0.18471677435199918,1,0.0019581244704391628,0.0017896406127142256,0.0051396797999198112,12.782738659717143,rigidification_benchmark
9,Generic-Multi-Spin,0.50209229377762044,0.13243486195894796,1,0.038717561236741069,0.028490838608520128,0.10215543350241062,10.304499661736191,rigidification_benchmark
8,Single-Spin,0.97002367691151703,0.22529545461654105,1,0.22686291984020496,0.17107844968068861,0.62604362275675418,11.95505443951115,rigidification_benchmark
6,Single-Spin,0.85434748766651747,0.10852049042856694,1,0.05338261528135891,0.038692225452030375,0.14203591573625432,10.674227451253682,rigidification_benchmark
6,Single-Spin,0.57383016063738335,0.27872457583245169,1,0.059919973814428019,0.048463756148692756,0.16561918561661165,9.3388712488114827,rigidification_benchmark
9,Generic-Multi-Spin,0.34438680061437282,0.0014890549852047115,1,0.00021018915289348894,0.00018282967747370007,0.00053790177432492766,13.492251408472658,rigidification_benchmark
6,Single-Spin,1.1888848479376248,0.20628622352684756,1,0.24648973057536483,0.20423412410263658,0.69746493535447029,9.6447832950390868,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,1.1901450046945623,0.11374809222646617,1,5.3219202518228793e-09,4.4139733342690741e-09,0.0096955842580320421,11.918601178843527,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.34715485406251345,0.24412687092869079,1,2.9448417873181765e-08,2.0646346822277793e-08,0.012914397668437714,10.321878091990948,rigidification_benchmark
8,Generic-Multi-Spin,0.56305181951314676,0.071261261301640427,1,0.015301561240349775,0.012721523800366301,0.042226586613266594,11.360832151398062,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.8449847777653634,0.16588423654494341,1,1.6583426088915057e-08,9.6374560887554659e-09,0.041539779070199297,10.898875595722348,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.96368283990035852,0.020321758753390054,1,1.7098664357902982e-10,1.4970414623810775e-10,0.00093465575397232885,8.7299686412326984,rigidification_benchmark
6,Single-Spin,0.4941512946071383,0.18760074125040138,1,0.040360746568951153,0.030927434206232986,0.10675531338359315,11.282976621575653,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.090776619824992494,0.089688953976205563,1,2.898129084310888e-09,2.8228401547448037e-09,0.023511728771449029,9.6932958802208304,rigidification_benchmark
5,Generic-Multi-Spin,1.4963322199400617,0.29741122430713846,1,0.26563256265031671,0.23988225850136496,0.72959181185063493,11.193572034593672,rigidification_benchmark
6,Single-Spin,1.3261539184844438,0.041741338881509382,1,0.045379909181844064,0.037642648166221232,0.11923757206988636,11.099081876967102,rigidification_benchmark
7,Single-Spin,0.10824195970237535,0.17210387909745148,1,0.0019844847933399206,0.0016315084157306381,0.0053192128259215449,9.3912739973515276,rigidification_benchmark
5,Generic-Multi-Spin,0.42994810571025965,0.14795796664566546,1,0.0016382059802818845,0.0013779244253239635,0.0045196157248672784,10.941328495740891,rigidification_benchmark
8,Single-Spin,1.0868486472284626,0.24259217360177918,1,0.35783445378846729,0.27576895876994933,0.98409959599415342,11.268288816232234,rigidification_benchmark
9,Generic-Multi-Spin,0.82762672610991916,0.098264185099874626,1,0.077611060969729778,0.060957326063504833,0.20189373175333494,11.008849695976824,rigidification_benchmark
9,Generic-Multi-Spin,0.73310852802308646,0.2655543993096966,1,0.19685999382685992,0.16610314224604689,0.55881766200321592,13.454192469082773,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.22392467268368976,0.016436551154124554,1,1.3769534496806374e-10,9.7280870107136921e-11,0.0011117263957727455,9.7721875743940476,rigidification_benchmark
7,Single-Spin,1.2544211504764045,0.22414258299877496,1,0.31312122554532257,0.26024023454955986,0.88863070407384759,11.16479685259983,rigidification_benchmark
7,Generic-Multi-Spin,1.2862466574704134,0.0093319490970531476,1,0.01196899480329462,0.0098490781936436435,0.031901887563214687,10.526836507115513,rigidification_benchmark
7,Single-Spin,0.25581812711546198,0.21410851778333448,1,0.013456981649539965,0.0098921738564925286,0.034956952361906234,12.136058687791229,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,0.65955900282534208,0.10566148671037612,1,5.6304044825281493e-09,3.9681150690994322e-09,0.0024184157812798548,9.3561768546700481,rigidification_benchmark
5,Generic-Multi-Spin,0.75396347835844468,0.27588159323057904,1,0.020846824244299553,0.018385125502824281,0.057766672478373249,10.680634316522628,rigidification_benchmark
6,Generic-Multi-Spin,1.0601499532227348,0.14026746480438673,1,0.13630515077677502,0.10566292131358455,0.34245634359912336,10.640519934054463,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.40318146426676871,0.23314407969588136,1,3.3258288056635579e-08,1.9412568445327163e-08,0.041862494044043588,10.750009404681624,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.18691829788840097,0.04972461180155352,1,9.2739406454020871e-10,8.6158918708504771e-10,0.01170130126926021,11.398769048042595,rigidification_benchmark
8,Single-Spin,1.4049439792241993,0.18184517323412655,1,0.36879071636157362,0.3095466325185785,0.99880121174661551,10.810995442699641,rigidification_benchmark
7,Generic-Multi-Spin,1.4226682569524003,0.081412731164057742,1,0.17841744672361187,0.1308738503769015,0.48821946397852861,9.5964468699879948,rigidification_benchmark
5,Single-Spin,0.017227809863435105,0.28620510918460973,1,1.0770698893837416e-08,8.4900012013192892e-09,2.8540156632644686e-08,10.416752174496651,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.52604546427509746,0.02889118179631513,1,5.3025552912405877e-10,2.9441633768803302e-10,0.0022045005655968132,11.075802863761783,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.99550763165818057,0.19909962745169552,1,1.3897255830240844e-08,1.4175690959786194e-08,0.037540965448084662,11.611345118377358,rigidification_benchmark
9,Generic-Multi-Spin,0.92377555374130604,0.06239906717994996,1,0.058520363067901753,0.04759657784344444,0.152702191657903,12.811521324049682,rigidification_benchmark
8,Single-Spin,0.64172744246298541,0.15526402120662203,1,0.071095938363649192,0.059527231019225677,0.18780968189480554,11.228677670843899,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.32038749738283551,0.12290341505359859,1,9.1514496640407033e-09,5.3718493465739321e-09,0.019131085889776623,12.269781077466906,rigidification_benchmark
6,Generic-Multi-Spin,1.1634470259250216,0.25503978582044223,1,0.28419253740487094,0.22135555412878172,0.77455167846203432,9.0896726793609552,rigidification_benchmark
8,Generic-Multi-Spin,1.1360538417725721,0.066649107074515893,1,0.098782404527178583,0.085037215236312247,0.26486066755199827,10.859155776817351,rigidification_benchmark
8,Single-Spin,0.29156740865568448,0.16126729012035301,1,0.017769889097731008,0.014526014643278759,0.047570130627518137,12.700371725857257,rigidification_benchmark
6,Single-Spin,0.62646537089624998,0.11836042526692898,1,0.031078544862109023,0.025938441869654164,0.085284121131918661,9.4618382629007094,rigidification_benchmark
7,Generic-Multi-Spin,0.90699361365890963,0.24874356701460762,1,0.19078862540542518,0.14322899792553812,0.51341609942064725,11.028447412047536,rigidification_benchmark
5,Generic-Multi-Spin,1.0226590715672133,0.085072266830955631,1,0.021411142855918795,0.015255428127687428,0.059368152563898054,10.728183783125132,rigidification_benchmark
8,Generic-Multi-Spin,0.55473823537318312,0.29279890020734256,1,0.087394483565147715,0.070615547958450778,0.23533599854740581,9.7588777275755998,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.032339676243121736,0.024938696237313564,1,3.3354165694867167e-10,2.2043495439485884e-10,0.0016301897841339817,12.647270028851926,rigidification_benchmark
5,Single-Spin,1.4392313403493631,0.19221288653685897,1,0.15373519820572559,0.11018680253550668,0.38663170596345076,9.5658554784022272,rigidification_benchmark
5,Generic-Multi-Spin,1.3632939865688709,0.14334162818642521,1,0.093097509992072058,0.07642047941194953,0.243826633260359,8.5786615968681872,rigidification_benchmark
5,Generic-Multi-Spin,0.14379420624559561,0.2379806273400048,1,3.9475999946833063e-05,3.293609358250804e-05,0.00011002259548019038,10.530962390825152,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.39627407218794342,0.046357498527411375,1,8.3726092622021418e-10,7.947753076475364e-10,0.0052360326254512523,10.281355139613151,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,1.0518614372729576,0.17671567569789942,1,1.2851754414702035e-08,1.0997779165709699e-08,0.0090835606817590807,11.509047464746981,rigidification_benchmark
8,Cohomogeneity-1_Equal-Spin,0.79546612677147233,0.011824763494343497,1,8.2098133525816673e-11,4.9531608734988231e-11,0.004730682825395815,12.899289298709482,rigidification_benchmark
9,Generic-Multi-Spin,0.70246709872746183,0.21952643229353988,1,0.14461815097154912,0.10372788604928918,0.40434582942720587,11.137648398242892,rigidification_benchmark
9,Generic-Multi-Spin,0.26248663589561827,0.10287572242098209,1,0.0087077305925457836,0.007129821737050776,0.023439154319054495,12.168391607888044,rigidification_benchmark
6,Single-Spin,1.2944107167358734,0.27017072882826998,1,0.31753856164185973,0.29693395455396576,0.89988243404055279,9.1946438814513378,rigidification_benchmark
5,Generic-Multi-Spin,1.2274535234735346,0.11041975937445928,1,0.05535412252478044,0.048651713203185648,0.15350854408140829,11.145415051374584,rigidification_benchmark
5,Single-Spin,0.19541428960717563,0.2806442289401162,1,0.00014554659182277119,0.00012632810926458343,0.00038789890401431303,9.7416965272277594,rigidification_benchmark
6,Single-Spin,0.71744664780950262,0.0045739267716435718,1,0.0021458632501898068,0.0016220001408895125,0.0056264701068731784,11.221144412457942,rigidification_benchmark
7,Single-Spin,0.81051505376365029,0.20934570326045901,1,0.1195042289231432,0.095263379179260657,0.33758801117908255,9.2420378384180371,rigidification_benchmark
7,Cohomogeneity-1_Equal-Spin,1.113691817547015,0.054487435265095911,1,1.6661501953617565e-09,1.0564813943310135e-09,0.0064995819955086555,9.9513361296616498,rigidification_benchmark
5,Cohomogeneity-1_Equal-Spin,0.45821960548810475,0.18660320450020304,1,1.2305625121304924e-08,1.2138785024198805e-08,0.0047154076718540416,10.058141305111349,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,0.12368784417527355,0.13550482015418261,1,1.0736403248252466e-08,6.2606811383017619e-09,0.0042405462034496135,11.160656750388444,rigidification_benchmark
8,Single-Spin,1.3431182465884117,0.22838579809113127,1,0.56433831705192228,0.42632414350642234,1.5598898752719608,12.879572180937975,rigidification_benchmark
7,Single-Spin,1.4542795521053542,0.03365435394586716,1,0.069349104007600942,0.053450748678276469,0.19262388400870706,11.225791258830577,rigidification_benchmark
6,Single-Spin,0.047319940561349506,0.20385843655579353,1,0.00033520022942253681,0.00026109769506185872,0.00089139902956788543,9.2609895586967461,rigidification_benchmark
5,Single-Spin,0.48766660432092757,0.076649308675832126,1,0.0014047600077136259,0.0011761160176290918,0.0039399915254276765,11.701531676575541,rigidification_benchmark
6,Single-Spin,0.95570116306868758,0.28144647889384999,1,0.18264929555262319,0.14680706766238483,0.49692779941515297,9.6113402576185756,rigidification_benchmark
6,Single-Spin,0.88681858891463738,0.12766205428502522,1,0.065058920532192879,0.053523303722450913,0.17538877266579855,10.430321257840841,rigidification_benchmark
9,Generic-Multi-Spin,0.60635829358974092,0.25980321724933475,1,0.10122095931023177,0.094648381067364479,0.26869653024753054,12.679459609277547,rigidification_benchmark
9,Generic-Multi-Spin,0.35351222671965882,0.057640249135185034,1,0.0089018871452077215,0.0077696187942066057,0.024227645620664141,10.339657942019404,rigidification_benchmark
6,Single-Spin,1.1978849372828164,0.15050084011640308,1,0.16115750568273463,0.13035143471041841,0.43712084100438836,11.050908217485993,rigidification_benchmark
9,Cohomogeneity-1_Equal-Spin,1.2092727504398302,0.026393585818600844,1,4.3236928530871187e-10,2.4585225919926768e-10,0.0016972055046987628,10.643423780053855,rigidification_benchmark
9,Generic-Multi-Spin,0.3648288822577419,0.19661605267486909,1,0.041924966181953197,0.038083217078191345,0.10943326191733499,12.097128819394857,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.59426384943112076,0.088303408766294833,1,3.0568944521542947e-09,2.6608728208211929e-09,0.015301385127137744,9.5856622823514037,rigidification_benchmark
6,Cohomogeneity-1_Equal-Spin,0.87474380536948515,0.29308233778864146,1,3.1731265511552575e-08,3.0006684818258712e-08,0.054094701649079924,12.17413214482367,rigidification_benchmark
8,Single-Spin,0.94362635996629574,0.12042084163146653,1,0.11741384362590339,0.097820679483359707,0.32921945966024002,12.255564830638468,rigidification_benchmark
