block_index	language	source_offset_tokens	length_tokens
2274	EN	2328576	2048
2275	TL	2328576	2048
2276	EN	2330624	2048
2277	TL	2330624	2048
2278	EN	2332672	2048
2279	TL	2332672	2048
2280	EN	2334720	2048
2281	TL	2334720	2048
2282	EN	2336768	2048
2283	TL	2336768	2048
2284	EN	2338816	2048
2285	TL	2338816	2048
2286	EN	2340864	2048
2287	TL	2340864	2048
2288	EN	2342912	2048
2289	TL	2342912	2048
2290	EN	2344960	2048
2291	TL	2344960	2048
2292	EN	2347008	2048
2293	TL	2347008	2048
2294	EN	2349056	2048
2295	TL	2349056	2048
2296	EN	2351104	2048
2297	TL	2351104	2048
2298	EN	2353152	2048
2299	TL	2353152	2048
2300	EN	2355200	2048
2301	TL	2355200	2048
2302	EN	2357248	2048
2303	TL	2357248	2048
2304	EN	2359296	2048
2305	TL	2359296	2048
2306	EN	2361344	2048
2307	TL	2361344	2048
2308	EN	2363392	2048
2309	TL	2363392	2048
2310	EN	2365440	2048
2311	TL	2365440	2048
2312	EN	2367488	2048
2313	TL	2367488	2048
2314	EN	2369536	2048
2315	TL	2369536	2048
2316	EN	2371584	2048
2317	TL	2371584	2048
2318	EN	2373632	2048
2319	TL	2373632	2048
2320	EN	2375680	2048
2321	TL	2375680	2048
2322	EN	2377728	2048
2323	TL	2377728	2048
2324	EN	2379776	2048
2325	TL	2379776	2048
2326	EN	2381824	2048
2327	TL	2381824	2048
2328	EN	2383872	2048
2329	TL	2383872	2048
2330	EN	2385920	2048
2331	TL	2385920	2048
2332	EN	2387968	2048
2333	TL	2387968	2048
2334	EN	2390016	2048
2335	TL	2390016	2048
2336	EN	2392064	2048
2337	TL	2392064	2048
2338	EN	2394112	2048
2339	TL	2394112	2048
2340	EN	2396160	2048
2341	TL	2396160	2048
2342	EN	2398208	2048
2343	TL	2398208	2048
2344	EN	2400256	2048
2345	TL	2400256	2048
2346	EN	2402304	2048
2347	TL	2402304	2048
2348	EN	2404352	2048
2349	TL	2404352	2048
2350	EN	2406400	2048
2351	TL	2406400	2048
2352	EN	2408448	2048
2353	TL	2408448	2048
2354	EN	2410496	2048
2355	TL	2410496	2048
2356	EN	2412544	2048
2357	TL	2412544	2048
2358	EN	2414592	2048
2359	TL	2414592	2048
2360	EN	2416640	2048
2361	TL	2416640	2048
2362	EN	2418688	2048
2363	TL	2418688	2048
2364	EN	2420736	2048
2365	TL	2420736	2048
2366	EN	2422784	2048
2367	TL	2422784	2048
2368	EN	2424832	2048
2369	TL	2424832	2048
2370	EN	2426880	2048
2371	TL	2426880	2048
2372	EN	2428928	2048
2373	TL	2428928	2048
2374	EN	2430976	2048
2375	TL	2430976	2048
2376	EN	2433024	2048
2377	TL	2433024	2048
2378	EN	2435072	2048
2379	TL	2435072	2048
2380	EN	2437120	2048
2381	TL	2437120	2048
2382	EN	2439168	2048
2383	TL	2439168	2048
2384	EN	2441216	2048
2385	TL	2441216	2048
2386	EN	2443264	2048
2387	TL	2443264	2048
2388	EN	2445312	2048
2389	TL	2445312	2048
2390	EN	2447360	2048
2391	TL	2447360	2048
2392	EN	2449408	2048
2393	TL	2449408	2048
2394	EN	2451456	2048
2395	TL	2451456	2048
2396	EN	2453504	2048
2397	TL	2453504	2048
2398	EN	2455552	2048
2399	TL	2455552	2048
2400	EN	2457600	2048
2401	TL	2457600	2048
2402	EN	2459648	2048
2403	TL	2459648	2048
2404	EN	2461696	2048
2405	TL	2461696	2048
2406	EN	2463744	2048
2407	TL	2463744	2048
2408	EN	2465792	2048
2409	TL	2465792	2048
2410	EN	2467840	2048
2411	TL	2467840	2048
2412	EN	2469888	2048
2413	TL	2469888	2048
2414	EN	2471936	2048
2415	TL	2471936	2048
2416	EN	2473984	2048
2417	TL	2473984	2048
2418	EN	2476032	2048
2419	TL	2476032	2048
2420	EN	2478080	2048
2421	TL	2478080	2048
2422	EN	2480128	2048
2423	TL	2480128	2048
2424	EN	2482176	2048
2425	TL	2482176	2048
2426	EN	2484224	2048
2427	TL	2484224	2048
2428	EN	2486272	2048
2429	TL	2486272	2048
2430	EN	2488320	2048
2431	TL	2488320	2048
2432	EN	2490368	2048
2433	TL	2490368	2048
2434	EN	2492416	2048
2435	TL	2492416	2048
2436	EN	2494464	2048
2437	TL	2494464	2048
2438	EN	2496512	2048
2439	TL	2496512	2048
2440	EN	2498560	2048
2441	TL	2498560	2048
2442	EN	2500608	2048
2443	TL	2500608	2048
2444	EN	2502656	2048
2445	TL	2502656	2048
2446	EN	2504704	2048
2447	TL	2504704	2048
2448	EN	2506752	2048
2449	TL	2506752	2048
2450	EN	2508800	2048
2451	TL	2508800	2048
2452	EN	2510848	2048
2453	TL	2510848	2048
2454	EN	2512896	2048
2455	TL	2512896	2048
2456	EN	2514944	2048
2457	TL	2514944	2048
2458	EN	2516992	2048
2459	TL	2516992	2048
2460	EN	2519040	2048
2461	TL	2519040	2048
2462	EN	2521088	2048
2463	TL	2521088	2048
2464	EN	2523136	2048
2465	TL	2523136	2048
2466	EN	2525184	2048
2467	TL	2525184	2048
2468	EN	2527232	2048
2469	TL	2527232	2048
2470	EN	2529280	2048
2471	TL	2529280	2048
2472	EN	2531328	2048
2473	TL	2531328	2048
2474	EN	2533376	2048
2475	TL	2533376	2048
2476	EN	2535424	2048
2477	TL	2535424	2048
2478	EN	2537472	2048
2479	TL	2537472	2048
2480	EN	2539520	2048
2481	TL	2539520	2048
2482	EN	2541568	2048
2483	TL	2541568	2048
2484	EN	2543616	2048
2485	TL	2543616	2048
2486	EN	2545664	2048
2487	TL	2545664	2048
2488	EN	2547712	2048
2489	TL	2547712	2048
2490	EN	2549760	2048
2491	TL	2549760	2048
2492	EN	2551808	2048
2493	TL	2551808	2048
2494	EN	2553856	2048
2495	TL	2553856	2048
2496	EN	2555904	2048
2497	TL	2555904	2048
2498	EN	2557952	2048
2499	TL	2557952	2048
2500	EN	2560000	2048
2501	TL	2560000	2048
2502	EN	2562048	2048
2503	TL	2562048	2048
2504	EN	2564096	2048
2505	TL	2564096	2048
2506	EN	2566144	2048
2507	TL	2566144	2048
2508	EN	2568192	2048
2509	TL	2568192	2048
2510	EN	2570240	2048
2511	TL	2570240	2048
2512	EN	2572288	2048
2513	TL	2572288	2048
2514	EN	2574336	2048
2515	TL	2574336	2048
2516	EN	2576384	2048
2517	TL	2576384	2048
2518	EN	2578432	2048
2519	TL	2578432	2048
2520	EN	2580480	2048
2521	TL	2580480	2048
2522	EN	2582528	2048
2523	TL	2582528	2048
2524	EN	2584576	2048
2525	TL	2584576	2048
2526	EN	2586624	2048
2527	TL	2586624	2048
2528	EN	2588672	2048
2529	TL	2588672	2048
2530	EN	2590720	2048
2531	TL	2590720	2048
2532	EN	2592768	2048
2533	TL	2592768	2048
2534	EN	2594816	2048
2535	TL	2594816	2048
2536	EN	2596864	2048
2537	TL	2596864	2048
2538	EN	2598912	2048
2539	TL	2598912	2048
2540	EN	2600960	2048
2541	TL	2600960	2048
2542	EN	2603008	2048
2543	TL	2603008	2048
2544	EN	2605056	2048
2545	TL	2605056	2048
2546	EN	2607104	2048
2547	TL	2607104	2048
2548	EN	2609152	2048
2549	TL	2609152	2048
2550	EN	2611200	2048
2551	TL	2611200	2048
2552	EN	2613248	2048
2553	TL	2613248	2048
2554	EN	2615296	2048
2555	TL	2615296	2048
2556	EN	2617344	2048
2557	TL	2617344	2048
2558	EN	2619392	2048
2559	TL	2619392	2048
2560	EN	2621440	2048
2561	TL	2621440	2048
2562	EN	2623488	2048
2563	TL	2623488	2048
2564	EN	2625536	2048
2565	TL	2625536	2048
2566	EN	2627584	2048
2567	TL	2627584	2048
2568	EN	2629632	2048
2569	TL	2629632	2048
2570	EN	2631680	2048
2571	TL	2631680	2048
2572	EN	2633728	2048
2573	TL	2633728	2048
2574	EN	2635776	2048
2575	TL	2635776	2048
2576	EN	2637824	2048
2577	TL	2637824	2048
2578	EN	2639872	2048
2579	TL	2639872	2048
2580	EN	2641920	2048
2581	TL	2641920	2048
2582	EN	2643968	2048
2583	TL	2643968	2048
2584	EN	2646016	2048
2585	TL	2646016	2048
2586	EN	2648064	2048
2587	TL	2648064	2048
2588	EN	2650112	2048
2589	TL	2650112	2048
2590	EN	2652160	2048
2591	TL	2652160	2048
2592	EN	2654208	2048
2593	TL	2654208	2048
2594	EN	2656256	2048
2595	TL	2656256	2048
2596	EN	2658304	2048
2597	TL	2658304	2048
2598	EN	2660352	2048
2599	TL	2660352	2048
2600	EN	2662400	2048
2601	TL	2662400	2048
2602	EN	2664448	2048
2603	TL	2664448	2048
2604	EN	2666496	2048
2605	TL	2666496	2048
2606	EN	2668544	2048
2607	TL	2668544	2048
2608	EN	2670592	2048
2609	TL	2670592	2048
2610	EN	2672640	2048
2611	TL	2672640	2048
2612	EN	2674688	2048
2613	TL	2674688	2048
2614	EN	2676736	2048
2615	TL	2676736	2048
2616	EN	2678784	2048
2617	TL	2678784	2048
2618	EN	2680832	2048
2619	TL	2680832	2048
2620	EN	2682880	2048
2621	TL	2682880	2048
2622	EN	2684928	2048
2623	TL	2684928	2048
2624	EN	2686976	2048
2625	TL	2686976	2048
2626	EN	2689024	2048
2627	TL	2689024	2048
2628	EN	2691072	2048
2629	TL	2691072	2048
2630	EN	2693120	2048
2631	TL	2693120	2048
2632	EN	2695168	2048
2633	TL	2695168	2048
2634	EN	2697216	2048
2635	TL	2697216	2048
2636	EN	2699264	2048
2637	TL	2699264	2048
2638	EN	2701312	2048
2639	TL	2701312	2048
2640	EN	2703360	2048
2641	TL	2703360	2048
2642	EN	2705408	2048
2643	TL	2705408	2048
2644	EN	2707456	2048
2645	TL	2707456	2048
2646	EN	2709504	2048
2647	TL	2709504	2048
2648	EN	2711552	2048
2649	TL	2711552	2048
2650	EN	2713600	2048
2651	TL	2713600	2048
2652	EN	2715648	2048
2653	TL	2715648	2048
2654	EN	2717696	2048
2655	TL	2717696	2048
2656	EN	2719744	2048
2657	TL	2719744	2048
2658	EN	2721792	2048
2659	TL	2721792	2048
2660	EN	2723840	2048
2661	TL	2723840	2048
2662	EN	2725888	2048
2663	TL	2725888	2048
2664	EN	2727936	2048
2665	TL	2727936	2048
2666	EN	2729984	2048
2667	TL	2729984	2048
2668	EN	2732032	2048
2669	TL	2732032	2048
2670	EN	2734080	2048
2671	TL	2734080	2048
2672	EN	2736128	2048
2673	TL	2736128	2048
2674	EN	2738176	2048
2675	TL	2738176	2048
2676	EN	2740224	2048
2677	TL	2740224	2048
2678	EN	2742272	2048
2679	TL	2742272	2048
2680	EN	2744320	2048
2681	TL	2744320	2048
2682	EN	2746368	2048
2683	TL	2746368	2048
2684	EN	2748416	2048
2685	TL	2748416	2048
2686	EN	2750464	2048
2687	TL	2750464	2048
2688	EN	2752512	2048
2689	TL	2752512	2048
2690	EN	2754560	2048
2691	TL	2754560	2048
2692	EN	2756608	2048
2693	TL	2756608	2048
2694	EN	2758656	2048
2695	TL	2758656	2048
2696	EN	2760704	2048
2697	TL	2760704	2048
2698	EN	2762752	2048
2699	TL	2762752	2048
2700	EN	2764800	2048
2701	TL	2764800	2048
2702	EN	2766848	2048
2703	TL	2766848	2048
2704	EN	2768896	2048
2705	TL	2768896	2048
2706	EN	2770944	2048
2707	TL	2770944	2048
2708	EN	2772992	2048
2709	TL	2772992	2048
2710	EN	2775040	2048
2711	TL	2775040	2048
2712	EN	2777088	2048
2713	TL	2777088	2048
2714	EN	2779136	2048
2715	TL	2779136	2048
2716	EN	2781184	2048
2717	TL	2781184	2048
2718	EN	2783232	2048
2719	TL	2783232	2048
2720	EN	2785280	2048
2721	TL	2785280	2048
2722	EN	2787328	2048
2723	TL	2787328	2048
2724	EN	2789376	2048
2725	TL	2789376	2048
2726	EN	2791424	2048
2727	TL	2791424	2048
2728	EN	2793472	2048
2729	TL	2793472	2048
2730	EN	2795520	2048
2731	TL	2795520	2048
2732	EN	2797568	2048
2733	TL	2797568	2048
2734	EN	2799616	2048
2735	TL	2799616	2048
2736	EN	2801664	2048
2737	TL	2801664	2048
2738	EN	2803712	2048
2739	TL	2803712	2048
2740	EN	2805760	2048
2741	TL	2805760	2048
2742	EN	2807808	2048
2743	TL	2807808	2048
2744	EN	2809856	2048
2745	TL	2809856	2048
2746	EN	2811904	2048
2747	TL	2811904	2048
2748	EN	2813952	2048
2749	TL	2813952	2048
2750	EN	2816000	2048
2751	TL	2816000	2048
2752	EN	2818048	2048
2753	TL	2818048	2048
2754	EN	2820096	2048
2755	TL	2820096	2048
2756	EN	2822144	2048
2757	TL	2822144	2048
2758	EN	2824192	2048
2759	TL	2824192	2048
2760	EN	2826240	2048
2761	TL	2826240	2048
2762	EN	2828288	2048
2763	TL	2828288	2048
2764	EN	2830336	2048
2765	TL	2830336	2048
2766	EN	2832384	2048
2767	TL	2832384	2048
2768	EN	2834432	2048
2769	TL	2834432	2048
2770	EN	2836480	2048
2771	TL	2836480	2048
2772	EN	2838528	2048
2773	TL	2838528	2048
2774	EN	2840576	2048
2775	TL	2840576	2048
2776	EN	2842624	2048
2777	TL	2842624	2048
2778	EN	2844672	2048
2779	TL	2844672	2048
2780	EN	2846720	2048
2781	TL	2846720	2048
2782	EN	2848768	2048
2783	TL	2848768	2048
2784	EN	2850816	2048
2785	TL	2850816	2048
2786	EN	2852864	2048
2787	TL	2852864	2048
2788	EN	2854912	2048
2789	TL	2854912	2048
2790	EN	2856960	2048
2791	TL	2856960	2048
2792	EN	2859008	2048
2793	TL	2859008	2048
2794	EN	2861056	2048
2795	TL	2861056	2048
2796	EN	2863104	2048
2797	TL	2863104	2048
2798	EN	2865152	2048
2799	TL	2865152	2048
2800	EN	2867200	2048
2801	TL	2867200	2048
2802	EN	2869248	2048
2803	TL	2869248	2048
2804	EN	2871296	2048
2805	TL	2871296	2048
2806	EN	2873344	2048
2807	TL	2873344	2048
2808	EN	2875392	2048
2809	TL	2875392	2048
2810	EN	2877440	2048
2811	TL	2877440	2048
2812	EN	2879488	2048
2813	TL	2879488	2048
2814	EN	2881536	2048
2815	TL	2881536	2048
2816	EN	2883584	2048
2817	TL	2883584	2048
2818	EN	2885632	2048
2819	TL	2885632	2048
2820	EN	2887680	2048
2821	TL	2887680	2048
2822	EN	2889728	2048
2823	TL	2889728	2048
2824	EN	2891776	2048
2825	TL	2891776	2048
2826	EN	2893824	2048
2827	TL	2893824	2048
2828	EN	2895872	2048
2829	TL	2895872	2048
2830	EN	2897920	2048
2831	TL	2897920	2048
2832	EN	2899968	2048
2833	TL	2899968	2048
2834	EN	2902016	2048
2835	TL	2902016	2048
2836	EN	2904064	2048
2837	TL	2904064	2048
2838	EN	2906112	2048
2839	TL	2906112	2048
2840	EN	2908160	2048
2841	TL	2908160	2048
2842	EN	2910208	2048
2843	TL	2910208	2048
2844	EN	2912256	2048
2845	TL	2912256	2048
2846	EN	2914304	2048
2847	TL	2914304	2048
2848	EN	2916352	2048
2849	TL	2916352	2048
2850	EN	2918400	2048
2851	TL	2918400	2048
2852	EN	2920448	2048
2853	TL	2920448	2048
2854	EN	2922496	2048
2855	TL	2922496	2048
2856	EN	2924544	2048
2857	TL	2924544	2048
2858	EN	2926592	2048
2859	TL	2926592	2048
2860	EN	2928640	2048
2861	TL	2928640	2048
2862	EN	2930688	2048
2863	TL	2930688	2048
2864	EN	2932736	2048
2865	TL	2932736	2048
2866	EN	2934784	2048
2867	TL	2934784	2048
2868	EN	2936832	2048
2869	TL	2936832	2048
2870	EN	2938880	2048
2871	TL	2938880	2048
2872	EN	2940928	2048
2873	TL	2940928	2048
2874	EN	2942976	2048
2875	TL	2942976	2048
2876	EN	2945024	2048
2877	TL	2945024	2048
2878	EN	2947072	2048
2879	TL	2947072	2048
2880	EN	2949120	2048
2881	TL	2949120	2048
2882	EN	2951168	2048
2883	TL	2951168	2048
2884	EN	2953216	2048
2885	TL	2953216	2048
2886	EN	2955264	2048
2887	TL	2955264	2048
2888	EN	2957312	2048
2889	TL	2957312	2048
2890	EN	2959360	2048
2891	TL	2959360	2048
2892	EN	2961408	2048
2893	TL	2961408	2048
2894	EN	2963456	2048
2895	TL	2963456	2048
2896	EN	2965504	2048
2897	TL	2965504	2048
2898	EN	2967552	2048
2899	TL	2967552	2048
2900	EN	2969600	2048
2901	TL	2969600	2048
2902	EN	2971648	2048
2903	TL	2971648	2048
2904	EN	2973696	2048
2905	TL	2973696	2048
2906	EN	2975744	2048
2907	TL	2975744	2048
2908	EN	2977792	2048
2909	TL	2977792	2048
2910	EN	2979840	2048
2911	TL	2979840	2048
2912	EN	2981888	2048
2913	TL	2981888	2048
2914	EN	2983936	2048
2915	TL	2983936	2048
2916	EN	2985984	2048
2917	TL	2985984	2048
2918	EN	2988032	2048
2919	TL	2988032	2048
2920	EN	2990080	2048
2921	TL	2990080	2048
2922	EN	2992128	2048
2923	TL	2992128	2048
2924	EN	2994176	2048
2925	TL	2994176	2048
2926	EN	2996224	2048
2927	TL	2996224	2048
2928	EN	2998272	2048
2929	TL	2998272	2048
2930	EN	3000320	2048
2931	TL	3000320	2048
2932	EN	3002368	2048
2933	TL	3002368	2048
2934	EN	3004416	2048
2935	TL	3004416	2048
2936	EN	3006464	2048
2937	TL	3006464	2048
2938	EN	3008512	2048
2939	TL	3008512	2048
2940	EN	3010560	2048
2941	TL	3010560	2048
2942	EN	3012608	2048
2943	TL	3012608	2048
2944	EN	3014656	2048
2945	TL	3014656	2048
2946	EN	3016704	2048
2947	TL	3016704	2048
2948	EN	3018752	2048
2949	TL	3018752	2048
2950	EN	3020800	2048
2951	TL	3020800	2048
2952	EN	3022848	2048
2953	TL	3022848	2048
2954	EN	3024896	2048
2955	TL	3024896	2048
2956	EN	3026944	2048
2957	TL	3026944	2048
2958	EN	3028992	2048
2959	TL	3028992	2048
2960	EN	3031040	2048
2961	TL	3031040	2048
2962	EN	3033088	2048
2963	TL	3033088	2048
2964	EN	3035136	2048
2965	TL	3035136	2048
2966	EN	3037184	2048
2967	TL	3037184	2048
2968	EN	3039232	2048
2969	TL	3039232	2048
2970	EN	3041280	2048
2971	TL	3041280	2048
2972	EN	3043328	2048
2973	TL	3043328	2048
2974	EN	3045376	2048
2975	TL	3045376	2048
2976	EN	3047424	2048
2977	TL	3047424	2048
2978	EN	3049472	2048
2979	TL	3049472	2048
2980	EN	3051520	2048
2981	TL	3051520	2048
2982	EN	3053568	2048
2983	TL	3053568	2048
2984	EN	3055616	2048
2985	TL	3055616	2048
2986	EN	3057664	2048
2987	TL	3057664	2048
2988	EN	3059712	2048
2989	TL	3059712	2048
2990	EN	3061760	2048
2991	TL	3061760	2048
2992	EN	3063808	2048
2993	TL	3063808	2048
2994	EN	3065856	2048
2995	TL	3065856	2048
2996	EN	3067904	2048
2997	TL	3067904	2048
2998	EN	3069952	2048
2999	TL	3069952	2048
3000	EN	3072000	2048
3001	TL	3072000	2048
3002	EN	3074048	2048
3003	TL	3074048	2048
3004	EN	3076096	2048
3005	TL	3076096	2048
3006	EN	3078144	2048
3007	TL	3078144	2048
3008	EN	3080192	2048
3009	TL	3080192	2048
3010	EN	3082240	2048
3011	TL	3082240	2048
3012	EN	3084288	2048
3013	TL	3084288	2048
3014	EN	3086336	2048
3015	TL	3086336	2048
3016	EN	3088384	2048
3017	TL	3088384	2048
3018	EN	3090432	2048
3019	TL	3090432	2048
3020	EN	3092480	2048
3021	TL	3092480	2048
3022	EN	3094528	2048
3023	TL	3094528	2048
3024	EN	3096576	2048
3025	TL	3096576	2048
3026	EN	3098624	2048
3027	TL	3098624	2048
3028	EN	3100672	2048
3029	TL	3100672	2048
3030	EN	3102720	2048
3031	TL	3102720	2048
3032	EN	3104768	2048
3033	TL	3104768	2048
3034	EN	3106816	2048
3035	TL	3106816	2048
3036	EN	3108864	2048
3037	TL	3108864	2048
3038	EN	3110912	2048
3039	TL	3110912	2048
3040	EN	3112960	2048
3041	TL	3112960	2048
3042	EN	3115008	2048
3043	TL	3115008	2048
3044	EN	3117056	2048
3045	TL	3117056	2048
3046	EN	3119104	2048
3047	TL	3119104	2048
3048	EN	3121152	2048
3049	TL	3121152	2048
3050	EN	3123200	2048
3051	TL	3123200	2048
3052	EN	3125248	2048
3053	TL	3125248	2048
3054	EN	3127296	2048
3055	TL	3127296	2048
3056	EN	3129344	2048
3057	TL	3129344	2048
3058	EN	3131392	2048
3059	TL	3131392	2048
3060	EN	3133440	2048
3061	TL	3133440	2048
3062	EN	3135488	2048
3063	TL	3135488	2048
3064	EN	3137536	2048
3065	TL	3137536	2048
3066	EN	3139584	2048
3067	TL	3139584	2048
3068	EN	3141632	2048
3069	TL	3141632	2048
3070	EN	3143680	2048
3071	TL	3143680	2048
3072	EN	3145728	2048
3073	TL	3145728	2048
3074	EN	3147776	2048
3075	TL	3147776	2048
3076	EN	3149824	2048
3077	TL	3149824	2048
3078	EN	3151872	2048
3079	TL	3151872	2048
3080	EN	3153920	2048
3081	TL	3153920	2048
3082	EN	3155968	2048
3083	TL	3155968	2048
3084	EN	3158016	2048
3085	TL	3158016	2048
3086	EN	3160064	2048
3087	TL	3160064	2048
3088	EN	3162112	2048
3089	TL	3162112	2048
3090	EN	3164160	2048
3091	TL	3164160	2048
3092	EN	3166208	2048
3093	TL	3166208	2048
3094	EN	3168256	2048
3095	TL	3168256	2048
3096	EN	3170304	2048
3097	TL	3170304	2048
3098	EN	3172352	2048
3099	TL	3172352	2048
3100	EN	3174400	2048
3101	TL	3174400	2048
3102	EN	3176448	2048
3103	TL	3176448	2048
3104	EN	3178496	2048
3105	TL	3178496	2048
3106	EN	3180544	2048
3107	TL	3180544	2048
3108	EN	3182592	2048
3109	TL	3182592	2048
3110	EN	3184640	2048
3111	TL	3184640	2048
3112	EN	3186688	2048
3113	TL	3186688	2048
3114	EN	3188736	2048
3115	TL	3188736	2048
3116	EN	3190784	2048
3117	TL	3190784	2048
3118	EN	3192832	2048
3119	TL	3192832	2048
3120	EN	3194880	2048
3121	TL	3194880	2048
3122	EN	3196928	2048
3123	TL	3196928	2048
3124	EN	3198976	2048
3125	TL	3198976	2048
3126	EN	3201024	2048
3127	TL	3201024	2048
3128	EN	3203072	2048
3129	TL	3203072	2048
3130	EN	3205120	2048
3131	TL	3205120	2048
3132	EN	3207168	2048
3133	TL	3207168	2048
3134	EN	3209216	2048
3135	TL	3209216	2048
3136	EN	3211264	2048
3137	TL	3211264	2048
3138	EN	3213312	2048
3139	TL	3213312	2048
3140	EN	3215360	2048
3141	TL	3215360	2048
3142	EN	3217408	2048
3143	TL	3217408	2048
3144	EN	3219456	2048
3145	TL	3219456	2048
3146	EN	3221504	2048
3147	TL	3221504	2048
3148	EN	3223552	2048
3149	TL	3223552	2048
3150	EN	3225600	2048
3151	TL	3225600	2048
3152	EN	3227648	2048
3153	TL	3227648	2048
3154	EN	3229696	2048
3155	TL	3229696	2048
3156	EN	3231744	2048
3157	TL	3231744	2048
3158	EN	3233792	2048
3159	TL	3233792	2048
3160	EN	3235840	2048
3161	TL	3235840	2048
3162	EN	3237888	2048
3163	TL	3237888	2048
3164	EN	3239936	2048
3165	TL	3239936	2048
3166	EN	3241984	2048
3167	TL	3241984	2048
3168	EN	3244032	2048
3169	TL	3244032	2048
3170	EN	3246080	2048
3171	TL	3246080	2048
3172	EN	3248128	2048
3173	TL	3248128	2048
3174	EN	3250176	2048
3175	TL	3250176	2048
3176	EN	3252224	2048
3177	TL	3252224	2048
3178	EN	3254272	2048
3179	TL	3254272	2048
3180	EN	3256320	2048
3181	TL	3256320	2048
3182	EN	3258368	2048
3183	TL	3258368	2048
3184	EN	3260416	2048
3185	TL	3260416	2048
3186	EN	3262464	2048
3187	TL	3262464	2048
3188	EN	3264512	2048
3189	TL	3264512	2048
3190	EN	3266560	2048
3191	TL	3266560	2048
3192	EN	3268608	2048
3193	TL	3268608	2048
3194	EN	3270656	2048
3195	TL	3270656	2048
3196	EN	3272704	2048
3197	TL	3272704	2048
3198	EN	3274752	2048
3199	TL	3274752	2048
3200	EN	3276800	2048
3201	TL	3276800	2048
3202	EN	3278848	2048
3203	TL	3278848	2048
3204	EN	3280896	2048
3205	TL	3280896	2048
3206	EN	3282944	2048
3207	TL	3282944	2048
3208	EN	3284992	2048
3209	TL	3284992	2048
3210	EN	3287040	2048
3211	TL	3287040	2048
3212	EN	3289088	2048
3213	TL	3289088	2048
3214	EN	3291136	2048
3215	TL	3291136	2048
3216	EN	3293184	2048
3217	TL	3293184	2048
3218	EN	3295232	2048
3219	TL	3295232	2048
3220	EN	3297280	2048
3221	TL	3297280	2048
3222	EN	3299328	2048
3223	TL	3299328	2048
3224	EN	3301376	2048
3225	TL	3301376	2048
3226	EN	3303424	2048
3227	TL	3303424	2048
3228	EN	3305472	2048
3229	TL	3305472	2048
3230	EN	3307520	2048
3231	TL	3307520	2048
3232	EN	3309568	2048
3233	TL	3309568	2048
3234	EN	3311616	2048
3235	TL	3311616	2048
3236	EN	3313664	2048
3237	TL	3313664	2048
3238	EN	3315712	2048
3239	TL	3315712	2048
3240	EN	3317760	2048
3241	TL	3317760	2048
3242	EN	3319808	2048
3243	TL	3319808	2048
3244	EN	3321856	2048
3245	TL	3321856	2048
3246	EN	3323904	2048
3247	TL	3323904	2048
3248	EN	3325952	2048
3249	TL	3325952	2048
3250	EN	3328000	2048
3251	TL	3328000	2048
3252	EN	3330048	2048
3253	TL	3330048	2048
3254	EN	3332096	2048
3255	TL	3332096	2048
3256	EN	3334144	2048
3257	TL	3334144	2048
3258	EN	3336192	2048
3259	TL	3336192	2048
3260	EN	3338240	2048
3261	TL	3338240	2048
3262	EN	3340288	2048
3263	TL	3340288	2048
3264	EN	3342336	2048
3265	TL	3342336	2048
3266	EN	3344384	2048
3267	TL	3344384	2048
3268	EN	3346432	2048
3269	TL	3346432	2048
3270	EN	3348480	2048
3271	TL	3348480	2048
3272	EN	3350528	2048
3273	TL	3350528	2048
3274	EN	3352576	2048
3275	TL	3352576	2048
3276	EN	3354624	2048
3277	TL	3354624	2048
3278	EN	3356672	2048
3279	TL	3356672	2048
3280	EN	3358720	2048
3281	TL	3358720	2048
3282	EN	3360768	2048
3283	TL	3360768	2048
3284	EN	3362816	2048
3285	TL	3362816	2048
3286	EN	3364864	2048
3287	TL	3364864	2048
3288	EN	3366912	2048
3289	TL	3366912	2048
3290	EN	3368960	2048
3291	TL	3368960	2048
3292	EN	3371008	2048
3293	TL	3371008	2048
3294	EN	3373056	2048
3295	TL	3373056	2048
3296	EN	3375104	2048
3297	TL	3375104	2048
3298	EN	3377152	2048
3299	TL	3377152	2048
3300	EN	3379200	2048
3301	TL	3379200	2048
3302	EN	3381248	2048
3303	TL	3381248	2048
3304	EN	3383296	2048
3305	TL	3383296	2048
3306	EN	3385344	2048
3307	TL	3385344	2048
3308	EN	3387392	2048
3309	TL	3387392	2048
3310	EN	3389440	2048
3311	TL	3389440	2048
3312	EN	3391488	2048
3313	TL	3391488	2048
3314	EN	3393536	2048
3315	TL	3393536	2048
3316	EN	3395584	2048
3317	TL	3395584	2048
3318	EN	3397632	2048
3319	TL	3397632	2048
3320	EN	3399680	2048
3321	TL	3399680	2048
3322	EN	3401728	2048
3323	TL	3401728	2048
3324	EN	3403776	2048
3325	TL	3403776	2048
3326	EN	3405824	2048
3327	TL	3405824	2048
3328	EN	3407872	2048
3329	TL	3407872	2048
3330	EN	3409920	2048
3331	TL	3409920	2048
3332	EN	3411968	2048
3333	TL	3411968	2048
3334	EN	3414016	2048
3335	TL	3414016	2048
3336	EN	3416064	2048
3337	TL	3416064	2048
3338	EN	3418112	2048
3339	TL	3418112	2048
3340	EN	3420160	2048
3341	TL	3420160	2048
3342	EN	3422208	2048
3343	TL	3422208	2048
3344	EN	3424256	2048
3345	TL	3424256	2048
3346	EN	3426304	2048
3347	TL	3426304	2048
3348	EN	3428352	2048
